,0
2998,1
2999,3
3000,6
3001,0
3002,4
3003,3
3004,5
3005,0
3006,2
3007,5
3008,2
3009,4
3010,5
3011,5
3012,2
3013,0
3014,3
3015,5
3016,5
3017,5
3018,4
3019,2
3020,4
3021,0
3022,0
3023,1
3024,0
3025,3
3026,5
3027,0
3028,1
3029,0
3030,0
3031,4
3032,1
3033,0
3034,0
3035,4
3036,5
3037,4
3038,5
3039,1
3040,0
3041,2
3042,3
3043,1
3044,1
3045,3
3046,5
3047,5
3048,3
3049,0
3050,6
3051,3
3052,4
3053,1
3054,2
3055,2
3056,4
3057,0
3058,5
3059,0
3060,3
3061,1
3062,5
3063,4
3064,4
3065,5
3066,3
3067,5
3068,0
3069,2
3070,2
3071,2
3072,5
3073,4
3074,1
3075,5
3076,2
3077,2
3078,3
3079,1
3080,2
3081,4
3082,3
3083,2
3084,2
3085,4
3086,1
3087,2
3088,4
3089,2
3090,3
3091,3
3092,0
3093,1
3094,5
3095,4
3096,4
3097,2
3098,3
3099,5
3100,5
3101,4
3102,3
3103,5
3104,2
3105,2
3106,0
3107,4
3108,2
3109,0
3110,1
3111,6
3112,3
3113,5
3114,3
3115,5
3116,2
3117,2
3118,6
3119,3
3120,3
3121,1
3122,4
3123,4
3124,3
3125,0
3126,0
3127,5
3128,4
3129,4
3130,5
3131,4
3132,6
3133,1
3134,6
3135,2
3136,2
3137,5
3138,4
3139,2
3140,3
3141,4
3142,0
3143,4
3144,1
3145,3
3146,5
3147,4
3148,0
3149,1
3150,2
3151,5
3152,1
3153,0
3154,0
3155,3
3156,3
3157,4
3158,3
3159,0
3160,1
3161,3
3162,5
3163,0
3164,6
3165,3
3166,4
3167,5
3168,2
3169,1
3170,5
3171,2
3172,3
3173,4
3174,2
3175,1
3176,1
3177,0
3178,3
3179,4
3180,5
3181,2
3182,1
3183,3
3184,4
3185,5
3186,4
3187,4
3188,2
3189,1
3190,4
3191,4
3192,2
3193,5
3194,3
3195,2
3196,5
3197,0
3198,3
3199,0
3200,0
3201,3
3202,2
3203,5
3204,0
3205,1
3206,0
3207,5
3208,1
3209,1
3210,0
3211,3
3212,4
3213,1
3214,4
3215,5
3216,3
3217,4
3218,3
3219,6
3220,2
3221,3
3222,1
3223,3
3224,5
3225,5
3226,2
3227,4
3228,5
3229,3
3230,4
3231,0
3232,0
3233,3
3234,5
3235,3
3236,2
3237,2
3238,5
3239,2
3240,6
3241,1
3242,1
3243,3
3244,5
3245,5
3246,3
3247,3
3248,1
3249,2
3250,0
3251,3
3252,4
3253,5
3254,5
3255,5
3256,2
3257,2
3258,3
3259,3
3260,6
3261,0
3262,0
3263,6
3264,5
3265,4
3266,1
3267,2
3268,1
3269,5
3270,3
3271,3
3272,5
3273,0
3274,3
3275,1
3276,1
3277,3
3278,0
3279,2
3280,5
3281,5
3282,4
3283,3
3284,5
3285,4
3286,0
3287,2
3288,4
3289,5
3290,0
3291,3
3292,6
3293,2
3294,5
3295,2
3296,6
3297,5
3298,2
3299,2
3300,3
3301,4
3302,2
3303,1
3304,2
3305,4
3306,2
3307,2
3308,1
3309,5
3310,3
3311,6
3312,4
3313,3
3314,3
3315,3
3316,3
3317,2
3318,0
3319,6
3320,6
3321,0
3322,4
3323,3
3324,5
3325,1
3326,5
3327,5
3328,1
3329,5
3330,5
3331,1
3332,2
3333,0
3334,3
3335,2
3336,3
3337,1
3338,3
3339,2
3340,3
3341,3
3342,0
3343,0
3344,4
3345,3
3346,3
3347,0
3348,3
3349,5
3350,6
3351,1
3352,4
3353,1
3354,3
3355,1
3356,0
3357,4
3358,3
3359,0
3360,4
3361,4
3362,2
3363,0
3364,1
3365,4
3366,5
3367,0
3368,2
3369,0
3370,0
3371,2
3372,0
3373,1
3374,3
3375,1
3376,4
3377,1
3378,0
3379,1
3380,5
3381,2
3382,1
3383,4
3384,4
3385,2
3386,0
3387,5
3388,0
3389,6
3390,4
3391,4
3392,4
3393,5
3394,3
3395,0
3396,3
3397,3
3398,0
3399,2
3400,3
3401,1
3402,6
3403,0
3404,0
3405,0
3406,4
3407,5
3408,1
3409,4
3410,4
3411,1
3412,6
3413,2
3414,0
3415,1
3416,3
3417,5
3418,5
3419,4
3420,4
3421,0
3422,3
3423,0
3424,1
3425,5
3426,1
3427,5
3428,0
3429,2
3430,0
3431,4
3432,5
3433,1
3434,5
3435,2
3436,5
3437,0
3438,2
3439,5
3440,2
3441,2
3442,2
3443,4
3444,5
3445,3
3446,4
3447,3
3448,1
3449,3
3450,1
3451,1
3452,3
3453,3
3454,1
3455,4
3456,0
3457,5
3458,6
3459,0
3460,1
3461,0
3462,1
3463,5
3464,1
3465,4
3466,6
3467,1
3468,0
3469,1
3470,5
3471,5
3472,1
3473,0
3474,5
3475,2
3476,4
3477,4
3478,6
3479,4
3480,1
3481,3
3482,6
3483,2
3484,4
3485,2
3486,2
3487,4
3488,1
3489,5
3490,5
3491,3
3492,2
3493,1
3494,5
3495,0
3496,1
3497,1
3498,3
3499,4
3500,4
3501,4
3502,5
3503,6
3504,3
3505,0
3506,5
3507,0
3508,1
3509,1
3510,1
3511,5
3512,3
3513,3
3514,3
3515,5
3516,4
3517,0
3518,2
3519,1
3520,3
3521,2
3522,4
3523,1
3524,0
3525,0
3526,1
3527,5
3528,0
3529,5
3530,0
3531,2
3532,0
3533,4
3534,6
3535,2
3536,2
3537,0
3538,5
3539,5
3540,0
3541,3
3542,3
3543,3
3544,2
3545,3
3546,2
3547,5
3548,0
3549,0
3550,1
3551,0
3552,2
3553,2
3554,0
3555,2
3556,0
3557,5
3558,3
3559,0
3560,3
3561,4
3562,6
3563,2
3564,1
3565,1
3566,0
3567,3
3568,2
3569,5
3570,4
3571,4
3572,2
3573,0
3574,6
3575,1
3576,1
3577,0
3578,5
3579,0
3580,2
3581,3
3582,6
3583,5
3584,3
3585,3
3586,5
3587,3
3588,4
3589,2
3590,5
3591,6
3592,2
3593,0
3594,5
3595,5
3596,3
3597,2
3598,2
3599,0
3600,1
3601,0
3602,4
3603,1
3604,5
3605,3
3606,2
3607,5
3608,3
3609,2
3610,4
3611,4
3612,1
3613,3
3614,5
3615,0
3616,3
3617,4
3618,0
3619,3
3620,5
3621,2
3622,0
3623,4
3624,4
3625,4
3626,0
3627,1
3628,2
3629,5
3630,3
3631,2
3632,5
3633,1
3634,1
3635,2
3636,5
3637,0
3638,0
3639,1
3640,1
3641,2
3642,2
3643,5
3644,4
3645,5
3646,3
3647,3
3648,1
3649,4
3650,5
3651,3
3652,3
3653,5
3654,6
3655,1
3656,2
3657,3
3658,2
3659,3
3660,4
3661,4
3662,0
3663,4
3664,4
3665,3
3666,2
3667,5
3668,1
3669,3
3670,6
3671,2
3672,4
3673,5
3674,5
3675,2
3676,3
3677,6
3678,3
3679,0
3680,4
3681,6
3682,2
3683,3
3684,3
3685,4
3686,1
3687,6
3688,2
3689,4
3690,3
3691,4
3692,4
3693,2
3694,1
3695,0
3696,2
3697,5
3698,6
3699,4
3700,2
3701,3
3702,2
3703,3
3704,1
3705,3
3706,5
3707,1
3708,1
3709,3
3710,0
3711,4
3712,0
3713,4
3714,3
3715,0
3716,0
3717,3
3718,5
3719,2
3720,5
3721,1
3722,3
3723,6
3724,1
3725,1
3726,2
3727,4
3728,2
3729,5
3730,0
3731,0
3732,4
3733,1
3734,1
3735,3
3736,1
3737,5
3738,5
3739,3
3740,1
3741,0
3742,5
3743,5
3744,5
3745,4
3746,3
3747,3
3748,3
3749,0
3750,3
3751,4
3752,0
3753,0
3754,5
3755,5
3756,4
3757,5
3758,1
3759,2
3760,4
3761,5
3762,2
3763,1
3764,4
3765,1
3766,1
3767,1
3768,6
3769,4
3770,3
3771,4
3772,5
3773,0
3774,2
3775,0
3776,1
3777,2
3778,3
3779,1
3780,3
3781,4
3782,5
3783,0
3784,5
3785,5
3786,1
3787,0
3788,1
3789,2
3790,1
3791,5
3792,5
3793,3
3794,2
3795,2
3796,1
3797,5
3798,0
3799,3
3800,5
3801,2
3802,4
3803,0
3804,0
3805,4
3806,4
3807,3
3808,1
3809,3
3810,4
3811,0
3812,3
3813,2
3814,3
3815,6
3816,4
3817,0
3818,1
3819,0
3820,3
3821,4
3822,1
3823,1
3824,2
3825,3
3826,3
3827,3
3828,2
3829,5
3830,3
3831,3
3832,5
3833,6
3834,4
3835,2
3836,3
3837,1
3838,0
3839,3
3840,5
3841,4
3842,1
3843,0
3844,5
3845,5
3846,0
3847,5
3848,5
3849,2
3850,1
3851,5
3852,4
3853,6
3854,3
3855,2
3856,4
3857,5
3858,0
3859,3
3860,1
3861,3
3862,3
3863,2
3864,3
3865,1
3866,2
3867,5
3868,1
3869,0
3870,5
3871,4
3872,3
3873,3
3874,4
3875,3
3876,3
3877,2
3878,0
3879,1
3880,3
3881,3
3882,3
3883,1
3884,3
3885,4
3886,5
3887,5
3888,0
3889,3
3890,2
3891,3
3892,1
3893,5
3894,3
3895,5
3896,5
3897,1
3898,1
3899,5
3900,0
3901,0
3902,2
3903,2
3904,5
3905,4
3906,1
3907,4
3908,3
3909,6
3910,3
3911,6
3912,4
3913,4
3914,2
3915,4
3916,6
3917,2
3918,2
3919,5
3920,6
3921,1
3922,1
3923,4
3924,0
3925,3
3926,2
3927,3
3928,2
3929,3
3930,2
3931,4
3932,1
3933,4
3934,2
3935,1
3936,3
3937,5
3938,0
3939,2
3940,0
3941,4
3942,0
3943,2
3944,0
3945,2
3946,4
3947,2
3948,2
3949,2
3950,6
3951,0
3952,1
3953,5
3954,0
3955,0
3956,6
3957,5
3958,2
3959,4
3960,4
3961,5
3962,4
3963,0
3964,0
3965,5
3966,2
3967,5
3968,0
3969,3
3970,1
3971,5
3972,3
3973,6
3974,4
3975,5
3976,0
3977,2
3978,3
3979,5
3980,5
3981,1
3982,2
3983,0
3984,4
3985,5
3986,4
3987,2
3988,6
3989,0
3990,1
3991,6
3992,3
3993,1
3994,2
3995,4
3996,5
3997,2
3998,1
3999,3
4000,0
4001,6
4002,1
4003,4
4004,0
4005,0
4006,1
4007,4
4008,1
4009,5
4010,4
4011,2
4012,2
4013,2
4014,0
4015,3
4016,3
4017,3
4018,0
4019,4
4020,4
4021,2
4022,0
4023,3
4024,5
4025,2
4026,4
4027,5
4028,2
4029,1
4030,3
4031,3
4032,2
4033,5
4034,5
4035,4
4036,4
4037,3
4038,3
4039,5
4040,6
4041,5
4042,3
4043,6
4044,0
4045,0
4046,0
4047,1
4048,6
4049,4
4050,2
4051,3
4052,5
4053,1
4054,3
4055,0
4056,2
4057,4
4058,3
4059,2
4060,0
4061,4
4062,4
4063,4
4064,2
4065,4
4066,0
4067,0
4068,4
4069,4
4070,2
4071,1
4072,4
4073,4
4074,4
4075,2
4076,6
4077,4
4078,3
4079,4
4080,2
4081,5
4082,0
4083,3
4084,3
4085,2
4086,2
4087,1
4088,3
4089,2
4090,0
4091,2
4092,4
4093,1
4094,2
4095,0
4096,2
4097,5
4098,0
4099,1
4100,2
4101,1
4102,0
4103,0
4104,4
4105,5
4106,4
4107,2
4108,0
4109,2
4110,1
4111,4
4112,4
4113,1
4114,4
4115,2
4116,1
4117,5
4118,6
4119,4
4120,5
4121,4
4122,0
4123,5
4124,3
4125,4
4126,2
4127,0
4128,5
4129,5
4130,4
4131,3
4132,3
4133,1
4134,5
4135,0
4136,0
4137,4
4138,2
4139,6
4140,3
4141,4
4142,1
4143,2
4144,3
4145,3
4146,1
4147,4
4148,0
4149,3
4150,1
4151,2
4152,1
4153,6
4154,1
4155,5
4156,0
4157,4
4158,3
4159,2
4160,5
4161,0
4162,0
4163,3
4164,2
4165,0
4166,2
4167,4
4168,0
4169,0
4170,0
4171,4
4172,4
4173,3
4174,1
4175,3
4176,5
4177,3
4178,0
4179,1
4180,0
4181,0
4182,1
4183,0
4184,3
4185,1
4186,4
4187,1
4188,0
4189,4
4190,0
4191,2
4192,1
4193,1
4194,3
4195,5
4196,0
4197,3
4198,3
4199,4
4200,0
4201,5
4202,0
4203,1
4204,2
4205,3
4206,5
4207,4
4208,3
4209,4
4210,2
4211,1
4212,1
4213,5
4214,2
4215,1
4216,1
4217,3
4218,0
4219,5
4220,6
4221,2
4222,3
4223,4
4224,1
4225,3
4226,5
4227,5
4228,1
4229,2
4230,3
4231,3
4232,5
4233,3
4234,0
4235,5
4236,5
4237,6
4238,3
4239,3
4240,0
4241,1
4242,5
4243,4
4244,0
4245,2
4246,5
4247,2
4248,4
4249,2
4250,3
4251,5
4252,2
4253,0
4254,5
4255,6
4256,5
4257,3
4258,3
4259,5
4260,0
4261,3
4262,2
4263,3
4264,3
4265,1
4266,3
4267,1
4268,3
4269,3
4270,1
4271,3
4272,1
4273,2
4274,2
4275,1
4276,2
4277,5
4278,0
4279,5
4280,2
4281,0
4282,1
4283,3
4284,2
4285,4
4286,0
4287,3
4288,3
4289,0
4290,1
4291,4
4292,1
4293,3
4294,0
4295,5
4296,1
4297,5
4298,3
4299,5
4300,5
4301,1
4302,2
4303,3
4304,6
4305,6
4306,3
4307,0
4308,2
4309,1
4310,0
4311,4
4312,6
4313,2
4314,0
4315,3
4316,4
4317,2
4318,0
4319,3
4320,0
4321,4
4322,2
4323,6
4324,0
4325,3
4326,4
4327,4
4328,1
4329,2
4330,4
4331,2
4332,0
4333,4
4334,3
4335,2
4336,4
4337,4
4338,3
4339,1
4340,4
4341,4
4342,2
4343,1
4344,0
4345,2
4346,2
4347,3
4348,1
4349,0
4350,3
4351,0
4352,1
4353,4
4354,0
4355,4
4356,3
4357,0
4358,3
4359,5
4360,5
4361,0
4362,0
4363,1
4364,2
4365,0
4366,0
4367,5
4368,2
4369,2
4370,5
4371,6
4372,3
4373,0
4374,0
4375,0
4376,2
4377,0
4378,1
4379,3
4380,2
4381,0
4382,1
4383,0
4384,2
4385,4
4386,5
4387,6
4388,1
4389,3
4390,0
4391,3
4392,4
4393,0
4394,5
4395,3
4396,2
4397,2
4398,5
4399,6
4400,4
4401,5
4402,1
4403,0
4404,2
4405,4
4406,1
4407,5
4408,6
4409,2
4410,3
4411,3
4412,2
4413,3
4414,1
4415,4
4416,4
4417,2
4418,4
4419,3
4420,6
4421,1
4422,1
4423,3
4424,1
4425,2
4426,2
4427,5
4428,2
4429,3
4430,3
4431,6
4432,3
4433,1
4434,5
4435,5
4436,5
4437,4
4438,4
4439,3
4440,1
4441,6
4442,3
4443,4
4444,4
4445,5
4446,2
4447,1
4448,0
4449,3
4450,4
4451,3
4452,4
4453,5
4454,0
4455,6
4456,5
4457,3
4458,4
4459,1
4460,0
4461,3
4462,5
4463,0
4464,1
4465,0
4466,4
4467,4
4468,0
4469,6
4470,0
4471,2
4472,3
4473,4
4474,4
4475,6
4476,5
4477,5
4478,3
4479,0
4480,6
4481,1
4482,0
4483,1
4484,3
4485,1
4486,1
4487,2
4488,1
4489,3
4490,3
4491,4
4492,3
4493,5
4494,5
4495,0
4496,2
4497,5
4498,5
4499,1
4500,0
4501,2
4502,5
4503,5
4504,5
4505,4
4506,0
4507,5
4508,3
4509,4
4510,0
4511,6
4512,4
4513,6
4514,1
4515,3
4516,2
4517,0
4518,0
4519,5
4520,2
4521,1
4522,4
4523,0
4524,6
4525,1
4526,6
4527,3
4528,4
4529,3
4530,4
4531,1
4532,3
4533,2
4534,3
4535,4
4536,4
4537,4
4538,3
4539,4
4540,1
4541,2
4542,0
4543,4
4544,5
4545,0
4546,0
4547,4
4548,6
4549,4
4550,5
4551,1
4552,2
4553,0
4554,2
4555,3
4556,2
4557,0
4558,3
4559,1
4560,4
4561,3
4562,4
4563,5
4564,2
4565,2
4566,0
4567,3
4568,3
4569,4
4570,2
4571,2
4572,5
4573,1
4574,3
4575,5
4576,5
4577,4
4578,5
4579,6
4580,5
4581,1
4582,3
4583,5
4584,3
4585,4
4586,0
4587,5
4588,3
4589,4
4590,2
4591,3
4592,0
4593,0
4594,2
4595,0
4596,6
4597,3
4598,3
4599,2
4600,0
4601,2
4602,5
4603,1
4604,1
4605,2
4606,1
4607,4
4608,5
4609,4
4610,5
4611,0
4612,1
4613,4
4614,2
4615,0
4616,6
4617,2
4618,4
4619,0
4620,5
4621,3
4622,3
4623,4
4624,5
4625,1
4626,5
4627,2
4628,3
4629,3
4630,0
4631,0
4632,2
4633,2
4634,1
4635,3
4636,4
4637,3
4638,1
4639,1
4640,2
4641,5
4642,6
4643,3
4644,2
4645,2
4646,5
4647,5
4648,5
4649,1
4650,3
4651,1
4652,0
4653,5
4654,1
4655,6
4656,1
4657,6
4658,1
4659,1
4660,4
4661,0
4662,5
4663,3
4664,4
4665,1
4666,3
4667,3
4668,4
4669,1
4670,3
4671,2
4672,2
4673,5
4674,6
4675,2
4676,3
4677,0
4678,1
4679,1
4680,3
4681,4
4682,3
4683,1
4684,5
4685,0
4686,1
4687,2
4688,4
4689,4
4690,2
4691,2
4692,5
4693,1
4694,2
4695,6
4696,5
4697,1
4698,1
4699,5
4700,4
4701,3
4702,4
4703,3
4704,3
4705,5
4706,4
4707,2
4708,5
4709,1
4710,1
4711,5
4712,1
4713,0
4714,3
4715,1
4716,1
4717,5
4718,0
4719,3
4720,5
4721,1
4722,4
4723,2
4724,3
4725,3
4726,3
4727,2
4728,3
4729,3
4730,6
4731,0
4732,1
4733,3
4734,4
4735,5
4736,0
4737,4
4738,1
4739,1
4740,5
4741,2
4742,3
4743,5
4744,2
4745,0
4746,5
4747,2
4748,2
4749,1
4750,3
4751,5
4752,5
4753,0
4754,0
4755,3
4756,5
4757,0
4758,2
4759,5
4760,3
4761,1
4762,1
4763,3
4764,2
4765,3
4766,3
4767,3
4768,5
4769,5
4770,2
4771,4
4772,4
4773,0
4774,4
4775,1
4776,2
4777,4
4778,4
4779,4
4780,5
4781,1
4782,6
4783,1
4784,0
4785,0
4786,6
4787,2
4788,5
4789,0
4790,0
4791,2
4792,2
4793,6
4794,1
4795,3
4796,2
4797,3
4798,0
4799,1
4800,1
4801,5
4802,4
4803,3
4804,4
4805,6
4806,4
4807,2
4808,2
4809,3
4810,5
4811,3
4812,0
4813,2
4814,1
4815,2
4816,4
4817,1
4818,3
4819,3
4820,5
4821,5
4822,3
4823,1
4824,0
4825,2
4826,0
4827,2
4828,5
4829,2
4830,6
4831,4
4832,4
4833,2
4834,1
4835,4
4836,3
4837,2
4838,5
4839,3
4840,4
4841,3
4842,0
4843,1
4844,1
4845,1
4846,2
4847,0
4848,2
4849,5
4850,1
4851,1
4852,4
4853,5
4854,1
4855,2
4856,2
4857,5
4858,2
4859,4
4860,2
4861,2
4862,5
4863,1
4864,5
4865,3
4866,4
4867,3
4868,3
4869,1
4870,5
4871,4
4872,3
4873,5
4874,3
4875,2
4876,4
4877,0
4878,4
4879,2
4880,1
4881,3
4882,1
4883,1
4884,1
4885,1
4886,3
4887,4
4888,0
4889,3
4890,5
4891,0
4892,5
4893,4
4894,0
4895,5
4896,1
4897,2
4898,1
4899,2
4900,2
4901,6
4902,6
4903,0
4904,4
4905,1
4906,3
4907,3
4908,5
4909,1
4910,3
4911,0
4912,5
4913,6
4914,5
4915,3
4916,6
4917,4
4918,2
4919,4
4920,0
4921,3
4922,6
4923,2
4924,6
4925,0
4926,5
4927,3
4928,0
4929,0
4930,4
4931,3
4932,0
4933,4
4934,5
4935,2
4936,5
4937,6
4938,5
4939,2
4940,4
4941,2
4942,4
4943,2
4944,4
4945,4
4946,4
4947,5
4948,5
4949,4
4950,3
4951,5
4952,1
4953,0
4954,3
4955,2
4956,2
4957,4
4958,4
4959,5
4960,3
4961,3
4962,3
4963,2
4964,2
4965,5
4966,0
4967,4
4968,3
4969,6
4970,2
4971,2
4972,3
4973,3
4974,1
4975,5
4976,1
4977,1
4978,5
4979,4
4980,4
4981,2
4982,3
4983,0
4984,0
4985,4
4986,4
4987,4
4988,6
4989,4
4990,1
4991,1
4992,1
4993,0
4994,3
4995,2
4996,6
4997,3
4998,5
4999,5
5000,6
5001,3
5002,0
5003,6
5004,6
5005,6
5006,6
5007,6
5008,3
5009,4
5010,3
5011,5
5012,2
5013,4
5014,3
5015,1
5016,1
5017,3
5018,3
5019,2
5020,1
5021,2
5022,2
5023,2
5024,6
5025,5
5026,4
5027,0
5028,3
5029,4
5030,4
5031,5
5032,2
5033,3
5034,5
5035,1
5036,1
5037,1
5038,1
5039,4
5040,0
5041,1
5042,1
5043,4
5044,3
5045,3
5046,3
5047,1
5048,4
5049,5
5050,5
5051,1
5052,1
5053,4
5054,1
5055,3
5056,5
5057,5
5058,1
5059,0
5060,3
5061,5
5062,1
5063,2
5064,3
5065,0
5066,4
5067,6
5068,5
5069,5
5070,4
5071,4
5072,4
5073,1
5074,6
5075,3
5076,3
5077,2
5078,4
5079,3
5080,1
5081,0
5082,3
5083,0
5084,4
5085,3
5086,0
5087,3
5088,6
5089,1
5090,5
5091,2
5092,4
5093,4
5094,3
5095,2
5096,5
5097,0
5098,2
5099,3
5100,2
5101,1
5102,5
5103,3
5104,3
5105,2
5106,5
5107,5
5108,3
5109,5
5110,3
5111,1
5112,0
5113,0
5114,0
5115,1
5116,5
5117,5
5118,5
5119,5
5120,5
5121,5
5122,1
5123,4
5124,0
5125,5
5126,3
5127,2
5128,4
5129,2
5130,1
5131,0
5132,1
5133,2
5134,4
5135,2
5136,3
5137,3
5138,0
5139,2
5140,1
5141,3
5142,3
5143,0
5144,2
5145,2
5146,4
5147,1
5148,1
5149,4
5150,4
5151,0
5152,3
5153,0
5154,1
5155,2
5156,2
5157,0
5158,2
5159,1
5160,5
5161,1
5162,0
5163,4
5164,2
5165,4
5166,4
5167,0
5168,2
5169,0
5170,4
5171,3
5172,5
5173,1
5174,2
5175,3
5176,3
5177,3
5178,3
5179,2
5180,3
5181,0
5182,3
5183,2
5184,0
5185,2
5186,3
5187,3
5188,4
5189,3
5190,2
5191,3
5192,4
5193,5
5194,2
5195,1
5196,4
5197,0
5198,2
5199,4
5200,4
5201,0
5202,4
5203,3
5204,4
5205,1
5206,1
5207,0
5208,2
5209,3
5210,6
5211,3
5212,0
5213,3
5214,4
5215,4
5216,0
5217,4
5218,5
5219,0
5220,3
5221,1
5222,2
5223,3
5224,5
5225,3
5226,1
5227,1
5228,2
5229,1
5230,2
5231,1
5232,1
5233,4
5234,3
5235,3
5236,2
5237,1
5238,4
5239,4
5240,4
5241,1
5242,2
5243,4
5244,4
5245,2
5246,5
5247,5
5248,2
5249,5
5250,5
5251,3
5252,1
5253,5
5254,3
5255,5
5256,3
5257,3
5258,2
5259,1
5260,5
5261,3
5262,1
5263,2
5264,2
5265,5
5266,0
5267,0
5268,0
5269,3
5270,2
5271,5
5272,5
5273,0
5274,3
5275,3
5276,5
5277,0
5278,3
5279,5
5280,2
5281,6
5282,4
5283,1
5284,1
5285,1
5286,2
5287,5
5288,2
5289,5
5290,6
5291,2
5292,0
5293,0
5294,2
5295,3
5296,4
5297,4
5298,0
5299,4
5300,0
5301,1
5302,2
5303,6
5304,3
5305,1
5306,1
5307,2
5308,3
5309,3
5310,3
5311,2
5312,0
5313,2
5314,2
5315,0
5316,5
5317,6
5318,4
5319,5
5320,4
5321,2
5322,5
5323,4
5324,5
5325,6
5326,3
5327,3
5328,2
5329,1
5330,1
5331,1
5332,3
5333,2
5334,3
5335,4
5336,4
5337,1
5338,4
5339,5
5340,1
5341,5
5342,5
5343,4
5344,3
5345,5
5346,1
5347,0
5348,4
5349,4
5350,1
5351,4
5352,5
5353,2
5354,3
5355,1
5356,1
5357,1
5358,4
5359,1
5360,5
5361,6
5362,4
5363,4
5364,6
5365,1
5366,3
5367,1
5368,3
5369,2
5370,2
5371,5
5372,1
5373,5
5374,4
5375,5
5376,5
5377,0
5378,1
5379,0
5380,5
5381,3
5382,2
5383,0
5384,0
5385,2
5386,4
5387,3
5388,2
5389,1
5390,2
5391,4
5392,6
5393,6
5394,4
5395,4
5396,1
5397,4
5398,5
5399,4
5400,4
5401,1
5402,5
5403,3
5404,6
5405,0
5406,2
5407,4
5408,2
5409,3
5410,2
5411,3
5412,3
5413,2
5414,0
5415,6
5416,3
5417,4
5418,2
5419,1
5420,1
5421,3
5422,4
5423,5
5424,1
5425,2
5426,5
5427,4
5428,2
5429,4
5430,1
5431,3
5432,0
5433,3
5434,2
5435,4
5436,3
5437,4
5438,5
5439,0
5440,4
5441,4
5442,3
5443,1
5444,4
5445,2
5446,1
5447,2
5448,5
5449,3
5450,5
5451,5
5452,0
5453,1
5454,0
5455,1
5456,3
5457,0
5458,4
5459,2
5460,5
5461,1
5462,6
5463,0
5464,0
5465,2
5466,2
5467,3
5468,2
5469,1
5470,5
5471,3
5472,5
5473,1
5474,5
5475,2
5476,0
5477,3
5478,3
5479,4
5480,5
5481,4
5482,5
5483,1
5484,4
5485,5
5486,4
5487,2
5488,0
5489,5
5490,1
5491,0
5492,5
5493,2
5494,3
5495,6
5496,2
5497,2
5498,4
5499,0
5500,2
5501,5
5502,5
5503,0
5504,2
5505,2
5506,2
5507,4
5508,2
5509,4
5510,6
5511,5
5512,5
5513,2
5514,0
5515,0
5516,0
5517,2
5518,5
5519,5
5520,1
5521,3
5522,3
5523,4
5524,3
5525,3
5526,2
5527,5
5528,0
5529,2
5530,4
5531,2
5532,4
5533,3
5534,4
5535,1
5536,2
5537,6
5538,4
5539,5
5540,2
5541,1
5542,5
5543,2
5544,1
5545,3
5546,5
5547,4
5548,5
5549,6
5550,3
5551,5
5552,5
5553,6
5554,4
5555,3
5556,2
5557,1
5558,5
5559,5
5560,6
5561,1
5562,0
5563,0
5564,2
5565,1
5566,1
5567,5
5568,5
5569,3
5570,4
5571,2
5572,0
5573,5
5574,3
5575,3
5576,5
5577,5
5578,0
5579,1
5580,4
5581,4
5582,4
5583,3
5584,3
5585,0
5586,2
5587,1
5588,0
5589,0
5590,0
5591,2
5592,5
5593,1
5594,6
5595,5
5596,6
5597,5
5598,5
5599,3
5600,0
5601,5
5602,3
5603,4
5604,0
5605,4
5606,2
5607,0
5608,1
5609,2
5610,5
5611,4
5612,4
5613,4
5614,6
5615,1
5616,1
5617,5
5618,5
5619,3
5620,1
5621,3
5622,0
5623,0
5624,1
5625,6
5626,1
5627,2
5628,5
5629,2
5630,2
5631,1
5632,4
5633,3
5634,0
5635,2
5636,4
5637,1
5638,2
5639,3
5640,6
5641,1
5642,2
5643,1
5644,3
5645,3
5646,6
5647,4
5648,3
5649,5
5650,3
5651,0
5652,4
5653,4
5654,6
5655,3
5656,6
5657,1
5658,0
5659,5
5660,3
5661,6
5662,4
5663,1
5664,4
5665,4
5666,3
5667,1
5668,5
5669,1
5670,1
5671,0
5672,0
5673,0
5674,2
5675,3
5676,4
5677,5
5678,6
5679,5
5680,5
5681,5
5682,5
5683,1
5684,3
5685,3
5686,0
5687,1
5688,2
5689,1
5690,3
5691,4
5692,5
5693,2
5694,3
5695,5
5696,6
5697,4
5698,1
5699,0
5700,3
5701,3
5702,3
5703,1
5704,0
5705,0
5706,1
5707,2
5708,4
5709,2
5710,1
5711,0
5712,3
5713,3
5714,4
5715,2
5716,2
5717,5
5718,6
5719,1
5720,3
5721,3
5722,4
5723,3
5724,1
5725,4
5726,4
5727,6
5728,1
5729,5
5730,2
5731,4
5732,5
5733,4
5734,0
5735,0
5736,4
5737,5
5738,1
5739,6
5740,1
5741,2
5742,0
5743,3
5744,3
5745,1
5746,6
5747,4
5748,3
5749,0
5750,6
5751,5
5752,3
5753,2
5754,0
5755,0
5756,0
5757,5
5758,2
5759,0
5760,2
5761,3
5762,1
5763,0
5764,4
5765,5
5766,1
5767,0
5768,5
5769,2
5770,1
5771,0
5772,3
5773,2
5774,0
5775,2
5776,6
5777,4
5778,1
5779,5
5780,1
5781,2
5782,6
5783,4
5784,2
5785,1
5786,5
5787,5
5788,3
5789,1
5790,0
5791,0
5792,6
5793,5
5794,4
5795,2
5796,5
